publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
2428,600,Video,Music Artist,Eminem singing on NFL,0.7167375255982331,6,3,3,179,6
2429,947,Text,Animals,Human touching a parrot,0.9850216026783685,15,5,5,179,7
2430,525,Image,TV show,The Great British Baking Show,0.6535274706852208,15,6,3,179,6
2431,716,Text,Animals,Dog raising her dogs,0.034078055166565924,0,0,0,179,5
2432,425,Video,Sports,Watching football on the TV,0.5705900432125409,2,1,0,179,8
2433,583,Video,TV show,Tv comedy,0.12626220520154285,0,0,0,179,3
2434,557,Image,TV show,Kid watching Better Call Saul,0.5256627898660514,11,2,1,179,2
2435,255,Text,TV show,Black Batman costume,0.42273250586065525,1,1,0,179,4
2436,988,Image,Sports,Lakers vs Miami match,0.6638418349024987,1,1,1,179,0
2437,804,Video,TV show,Almodovar on the Oscars gala,0.02260235117978393,0,0,0,180,5
2438,520,Video,Music Artist,AC/DC playing the guitar,0.11555695693368706,0,0,0,180,7
2439,744,Image,Sports,Visitors watching the Camp Nou,0.6491039625744177,1,0,0,180,2
2440,292,Video,TV show,Tv comedy,0.20421279631653644,0,0,0,181,7
2441,922,Image,Music Artist,Viñarock tickets,0.9669378318802309,20,6,3,181,4
2442,883,Text,Sports,Cat playing football,0.0649016010090151,0,0,0,181,1
2443,106,Text,Music Artist,Piano classes academy,0.7461613752688941,14,5,3,181,2
2444,87,Image,Sports,Lakers vs Miami match,0.1436517442064903,1,1,0,181,7
2445,444,Image,Sports,Mbappe coming to Madrid,0.49819526952862947,3,0,0,183,9
2446,444,Image,Computer games,Happy family playing Wii,0.9135790849427022,8,4,3,183,9
2447,783,Text,Computer games,Flappy bird creator,0.7584048043033526,21,6,6,183,9
2448,665,Image,TV show,Arcane breaking rankings,0.09398994262288052,0,0,0,183,9
2449,298,Image,Drink Brand,Kid drinking Coca-Cola,0.793907772934746,13,5,4,183,8
2450,784,Video,Sports,Lakers vs Miami match,0.5697181206100298,7,1,0,183,5
2451,628,Video,News and present,Fight for women,0.5035721593534991,7,3,2,183,7
2452,526,Video,Sports,Watching football on the TV,0.23380433378170307,0,0,0,183,3
2453,327,Video,TV show,Arcane breaking rankings,0.5539108600034536,4,0,0,183,6
2454,999,Image,Animals,Grey cat jumping,0.49663187415174326,1,0,0,183,3
2455,918,Image,Drink Brand,Drinking alcohol,0.6711595647372575,8,3,2,183,4
2456,358,Text,Animals,Cat eating,0.9923089106080262,7,0,0,183,2
2457,594,Image,Music Artist,Led Zeppelin singing,0.9017273786732148,25,9,8,183,4
2458,552,Image,Computer games,Computer games shop,0.8252823336980606,17,6,4,184,10
2459,200,Image,Animals,Dog with glasses and smiling,0.5064763955426858,3,2,1,184,3
2460,728,Text,Sports,Tokio Olympic games,0.09438535483723565,1,1,1,184,1
2461,260,Image,Sports,Family running on the beach,0.25363860922515613,2,1,1,184,3
2462,823,Image,Animals,Humans visiting the zoo,0.18200286547960842,0,0,0,184,5
2463,271,Image,Sports,Visitors watching the Camp Nou,0.8386600964599988,12,3,2,184,1
2464,373,Video,Music Artist,Driving a car with music,0.7521538368529852,10,3,2,184,3
2465,841,Image,Animals,Human touching his cat,0.07203238756210983,0,0,0,184,7
2466,508,Image,Computer games,Red Nintendo DS,0.8759069592895026,25,5,5,184,3
2467,985,Image,Sports,Mbappe coming to Madrid,0.7618086535740042,9,3,2,184,6
2468,533,Image,TV show,Watching the TV having dinner,0.8383982978833049,32,7,6,184,10
2469,745,Text,Music Artist,Family singing,0.8790510492359399,3,2,1,184,4
2470,729,Image,TV show,Dog watching the TV,0.10318117711365726,0,0,0,184,7
2471,676,Video,Music Artist,Eminem singing on NFL,0.22388106393258533,0,0,0,184,10
2472,248,Video,Travels,Kid dancing on the Great Wall of China,0.6544868517811079,6,0,0,184,3
2473,128,Image,Music Artist,Eminem singing on NFL,0.20137610400981965,1,0,0,184,2
2474,730,Image,Sports,Kid watching champions league on mobile phone,0.11656995234061773,2,1,1,184,1
2475,464,Video,Sports,Kid playing tennis,0.2614006913938045,3,1,1,184,3
2476,796,Image,TV show,Kid watching Better Call Saul,0.7733401882490344,10,5,4,184,2
2477,738,Image,Sports,Lakers vs Miami match,0.04607342168117223,0,0,0,184,1
2478,897,Text,Music Artist,Eminem singing on NFL,0.05101530462881709,0,0,0,184,8
2479,97,Video,News and present,The US Capitol riots,0.06281862404255101,0,0,0,184,1
2480,21,Video,TV show,Arcane breaking rankings,0.7337632905757444,25,10,7,184,4
2481,319,Text,Food,Turkish doner kebab,0.6194670071337242,3,0,0,184,8
2482,132,Image,Computer games,Friends playing games on the sofa,0.32076980295551016,0,0,0,185,8
2483,221,Image,TV show,Tv comedy,0.38059133763796893,1,1,1,185,8
2484,653,Text,Computer games,Buying on Steam,0.22409798159324412,2,1,1,185,1
2485,272,Video,Sports,Kid playing tennis,0.8706312666056432,24,8,7,185,7
2486,688,Image,Sports,Palau Blaugrana show,0.685149685342106,6,1,0,185,3
2487,711,Image,TV show,Watching the TV having dinner,0.5678283495343842,8,5,5,185,7
2488,426,Image,Sports,Lakers vs Miami match,0.8993734543180947,25,5,3,185,8
2489,231,Text,Music Artist,Elvis Presley show,0.6827198581584561,4,0,0,185,3
2490,788,Image,Music Artist,Eminem singing on NFL,0.9345670254806313,14,5,4,185,5
2491,360,Image,Food,Family eating lasagne,0.2807709882720497,3,1,1,185,2
2492,696,Image,Sports,Lakers vs Miami match,0.3464616157997896,3,1,1,185,2
2493,685,Image,TV show,Kid watching Better Call Saul,0.8556836680442756,10,3,2,185,6
2494,949,Image,Animals,Cat eating,0.0674960070254298,0,0,0,186,6
2495,177,Image,Computer games,Auronplay playing Minecraft,0.11064383335931649,1,0,0,186,4
2496,918,Image,TV show,Black Batman costume,0.40223193748700636,5,2,2,186,0
2497,153,Image,TV show,Black Batman costume,0.43400729243961966,4,2,1,186,1
2498,197,Text,Animals,Dog eating,0.975048577119016,25,6,4,186,8
2499,355,Image,News and present,The billionaire space race,0.4524356927358032,5,3,2,186,8
2500,128,Video,TV show,Family going to the cinema,0.048573352244982826,0,0,0,186,5
2501,407,Text,Sports,Lakers vs Miami match,0.3891578744707139,2,0,0,186,7
2502,753,Image,Travels,Swimming on the beach,0.2102072119693248,3,1,0,186,3
2503,568,Image,Sports,Family running on the beach,0.7824999020490804,19,4,4,186,4
2504,954,Image,TV show,Arcane breaking rankings,0.005238337678162841,1,0,0,186,3
2505,883,Video,Animals,Human playing with his dog,0.8344251793988628,19,5,5,186,9
2506,326,Image,Animals,Human touching his cat,0.6922191458925129,9,0,0,186,3
2507,147,Image,Music Artist,Pink Floyd doing a talk,0.029947404576484704,0,0,0,186,7
2508,270,Image,Computer games,Ibai Llanos streaming,0.7385169606159843,12,2,2,186,5
2509,724,Video,TV show,Tv comedy,0.10005862330467219,0,0,0,186,5
2510,114,Image,Sports,Lakers vs Miami match,0.19677269934169794,4,0,0,186,3
2511,111,Image,Computer games,Buying on Steam,0.7776852989021069,24,14,13,186,8
2512,136,Text,Animals,Human touching his cat,0.49781730660351353,6,4,3,186,1
2513,749,Text,Animals,Happy cat playing with a ball,0.7457253209493446,4,2,2,186,3
2514,617,Video,Music Artist,Boy and girl dancing,0.9837761487271152,13,2,1,186,2
2515,751,Video,Music Artist,Rap battle on the street,0.6249614007083794,15,4,4,186,9
2516,969,Image,Music Artist,Elvis Presley show,0.41381010648076444,5,1,0,187,4
2517,3,Image,Animals,Rabbit sleeping,0.957209458601068,39,17,13,187,4
2518,161,Image,TV show,Arcane breaking rankings,0.24856957542665492,4,1,1,187,0
2519,483,Text,Food,Turkish doner kebab,0.03534934870044715,0,0,0,187,7
2520,845,Image,Drink Brand,Beer competition,0.46025489024618604,8,3,3,187,1
2521,605,Text,TV show,Black Batman costume,0.3717720811308185,1,0,0,187,2
2522,611,Video,Sports,Watching football on the TV,0.2867104698839925,3,2,1,187,4
2523,933,Image,Computer games,Tutorial of Valorant,0.6244226390779335,4,1,0,187,5
2524,858,Image,News and present,The first malaria vaccine,0.8710743728376777,9,3,2,187,8
2525,358,Text,News and present,The billionaire space race,0.3455634158482329,1,0,0,187,3
2526,258,Image,Food,Family eating lasagne,0.2687265756125141,3,1,1,187,0
2527,938,Image,Sports,Playing paddle,0.08133185919729269,1,0,0,187,5
2528,548,Image,Animals,Dog sleeping in bed,0.6857847687355126,19,5,4,188,2
2529,82,Image,Animals,Cat sleeping in bed,0.3086017833703085,2,0,0,188,6
2530,56,Text,Computer games,Computer games shop,0.11583173706626537,0,0,0,188,6
2531,400,Video,Music Artist,Michael Jackson dancing,0.29189401146953764,0,0,0,188,7
2532,736,Video,Music Artist,Piano classes academy,0.2344666670112966,0,0,0,188,2
2533,773,Image,Sports,Watching football on the TV,0.9856190072169394,6,1,0,188,4
2534,33,Image,Computer games,Computer games shop,0.4084179938820014,9,1,1,188,6
2535,104,Video,Computer games,Auronplay playing Minecraft,0.2562667603774583,4,1,1,188,3
2536,877,Text,Travels,Heat on Great Pyramid of Giza,0.19730426827408332,0,0,0,188,8
2537,367,Text,TV show,Breaking bad scene,0.7597551113239005,14,6,5,188,7
2538,955,Image,Food,McDonald’s burger and sauces,0.5739684842875178,9,2,2,188,1
2539,304,Video,Sports,Palau Blaugrana show,0.7942185345423107,12,4,4,188,4
2540,909,Image,Animals,Rabbit sleeping,0.9933279504805823,10,4,1,188,2
2541,300,Image,Drink Brand,Kid drinking Coca-Cola,0.07810119794962822,0,0,0,188,7
2542,665,Text,TV show,Black Batman costume,0.28110129052430566,0,0,0,188,2
2543,145,Image,Animals,Elephant walking,0.8399842861933945,21,9,4,188,10
2544,676,Image,Animals,Book of 100 animals,0.8227049055483678,14,6,3,188,2
2545,122,Video,Animals,Cat raising her cats,0.16367801128704795,3,0,0,188,4
2546,475,Video,Food,Spanish Cuisine,0.6016315713148686,7,3,2,188,1
2547,271,Video,Computer games,Computer games shop,0.7819512870932348,23,11,6,188,7
2548,863,Video,TV show,Watching the TV having dinner,0.11205099633690185,0,0,0,188,8
2549,206,Text,TV show,The Great British Baking Show,0.3344166011236329,0,0,0,189,6
2550,22,Image,Animals,Human playing with his dog,0.6529406728509961,17,6,3,189,2
2551,553,Image,Sports,Watching football on the TV,0.11602318421011026,0,0,0,189,2
2552,193,Video,Animals,Cat raising her cats,0.1639638178718158,0,0,0,189,1
2553,779,Video,TV show,Kid watching Better Call Saul,0.36235877552489093,2,0,0,189,0
2554,61,Text,TV show,Arcane breaking rankings,0.01021225541833215,0,0,0,189,3
2555,765,Text,Music Artist,Led Zeppelin singing,0.889748292353595,10,2,1,189,0
2556,924,Video,Food,Coca-Cola factory visitors,0.5876096847005872,1,1,1,189,1
2557,994,Text,Music Artist,Piano classes academy,0.5937632195728337,0,0,0,189,3
2558,14,Video,Music Artist,Viñarock tickets,0.19401346236398886,0,0,0,191,8
2559,346,Image,Music Artist,Listening queen on the bed,0.35986253753752373,1,1,1,191,4
2560,125,Video,Music Artist,Elvis Presley show,0.3548983414386728,1,0,0,192,2
2561,8,Image,Food,Workers picking coffee,0.931692766410469,56,23,20,192,2
2562,131,Image,Sports,Mbappe coming to Madrid,0.9165396426634287,20,10,7,192,8
2563,24,Image,News and present,Putin negates Ukraine peace agreement,0.487602568827333,8,3,3,192,8
2564,243,Text,Music Artist,Rap battle on the street,0.8936798669121071,26,11,9,192,2
2565,651,Image,Sports,Tokio Olympic games,0.05204618466508937,2,2,0,192,6
2566,555,Video,Animals,Dog with glasses and smiling,0.4097891719894837,4,0,0,192,6
2567,488,Image,Computer games,Tutorial of Valorant,0.7515443259122351,13,4,3,192,3
2568,587,Video,Animals,Dog with glasses and smiling,0.9593199623045797,23,8,6,193,5
2569,658,Image,News and present,The rise of NFTs,0.9289440364579066,29,14,12,193,7
2570,127,Image,Animals,Dog raising her dogs,0.6404980469605376,7,3,2,193,2
2571,947,Text,TV show,Arcane breaking rankings,0.6583293268144111,11,1,1,193,6
2572,675,Video,Sports,Watching football on the TV,0.9166737470893576,9,3,1,193,7
2573,641,Text,Food,Food Travels,0.06063319915382415,0,0,0,193,5
2574,163,Video,Sports,Lakers vs Miami match,0.7679062093493595,9,5,3,193,3
2575,23,Video,Sports,Cat playing football,0.4428354084955318,11,4,3,193,1
2576,355,Image,Sports,Kid playing tennis,0.43904990618330986,4,0,0,193,1
2577,911,Image,TV show,Almodovar on the Oscars gala,0.9118758359776828,15,5,4,193,3
2578,793,Image,TV show,Kid watching Better Call Saul,0.19061001548261647,1,1,1,193,4
2579,598,Text,TV show,Dog watching the TV,0.4602989191835313,7,3,3,193,8
2580,17,Image,Computer games,Red Nintendo DS,0.2060548850826952,0,0,0,194,5
2581,111,Video,Food,Cheese fondue in Switzerland,0.49596249596114106,3,1,1,195,1
2582,276,Video,Computer games,Tutorial of Valorant,0.854905868575959,16,5,5,195,7
2583,125,Image,TV show,Tv comedy,0.10117677338044051,1,0,0,195,2
2584,186,Video,TV show,Almodovar on the Oscars gala,0.1391636264038203,0,0,0,195,9
2585,801,Text,Animals,Dog eating,0.7453878040909602,19,10,7,195,4
2586,256,Video,Animals,Dog eating,0.964970575802338,41,10,8,195,9
2587,435,Image,Animals,Dog sleeping in bed,0.4163850676099482,0,0,0,195,4
2588,597,Video,Animals,Human touching a parrot,0.11572578211787987,0,0,0,195,7
2589,416,Video,Sports,Watching football on the TV,0.16566835535368596,0,0,0,195,1
2590,87,Text,Sports,Visitors watching the Camp Nou,0.13377721179354785,0,0,0,195,8
2591,298,Image,Sports,Mbappe coming to Madrid,0.6490575868582317,7,2,2,195,4
2592,512,Video,TV show,Arcane breaking rankings,0.8355730604142836,30,11,7,195,1
2593,401,Image,Travels,Climbing a mountain,0.7056636095339016,13,4,2,195,1
2594,323,Video,Animals,Cat with glasses and smiling,0.72518301083649,10,2,1,195,1
2595,44,Image,Music Artist,Driving a car with music,0.8872949182786236,29,14,8,195,8
2596,270,Image,Travels,Family visiting the Eiffel Tower,0.034216040728515584,0,0,0,195,5
2597,687,Video,Computer games,Buying on Steam,0.38770960718367453,1,0,0,195,4
2598,717,Image,Drink Brand,Heineken advertisement,0.37407493975216555,1,1,1,195,6
2599,522,Video,Sports,Visitors watching the Camp Nou,0.8401401767032914,11,2,2,195,6
2600,747,Text,Music Artist,Piano classes academy,0.036622688032714956,0,0,0,195,3
2601,389,Text,Music Artist,Led Zeppelin singing,0.6358629469822228,13,4,2,195,1
2602,570,Video,Animals,Family in the safari,0.36385918809368534,0,0,0,195,7
2603,92,Video,Sports,Kid watching champions league on mobile phone,0.9850604654529016,21,11,9,195,7
2604,148,Text,News and present,The first malaria vaccine,0.33283587011310645,3,0,0,196,5
2605,759,Image,Music Artist,Eminem singing on NFL,0.02647424058905734,0,0,0,196,3
2606,376,Video,Food,Coca-Cola factory visitors,0.8882436448323638,22,7,5,196,3
2607,77,Image,Music Artist,Piano classes academy,0.17462636886509086,1,0,0,196,10
2608,444,Text,Drink Brand,Disco dance,0.9579588194563453,9,3,2,196,0
2609,214,Video,Food,Italian pizza with cheese,0.482981001554994,1,0,0,196,8
2610,464,Video,Computer games,Auronplay playing Minecraft,0.858921462967184,17,4,3,196,7
2611,849,Text,Sports,Playing paddle,0.008387383604761656,0,0,0,196,2
2612,413,Video,Sports,Kid playing tennis,0.4237400833326761,1,0,0,196,7
2613,622,Image,Sports,Lakers vs Miami match,0.5957579039302483,3,1,1,196,1
2614,541,Image,Music Artist,Listening queen on the bed,0.9275431719033737,36,17,12,196,7
2615,64,Text,Food,Egyptian Cuisine program,0.31176956647767795,1,0,0,197,2
2616,317,Video,Computer games,Auronplay playing Minecraft,0.7560713262197759,9,2,1,197,8
2617,144,Text,TV show,Kid watching Better Call Saul,0.0578961596493871,0,0,0,197,4
2618,217,Image,Sports,Cat playing football,0.4564172997938065,4,1,0,197,8
2619,403,Image,Sports,Kid playing tennis,0.6344736954638365,6,3,3,197,0
2620,326,Image,Sports,Cat playing football,0.722722292878182,12,7,7,197,3
2621,435,Image,Music Artist,Rap battle on the street,0.21120368080043472,0,0,0,197,2
2622,80,Image,TV show,Dog watching the TV,0.1891863438870629,2,0,0,197,7
2623,695,Image,Music Artist,Eminem singing on NFL,0.9704842110025852,28,11,8,197,2
2624,832,Image,Sports,Family running on the beach,0.333756704771491,2,0,0,197,9
2625,384,Text,Drink Brand,Drinking alcohol,0.29899963244691075,2,2,2,197,6
2626,81,Image,Sports,Family running on the beach,0.7954720591587958,14,5,5,197,2
2627,985,Image,TV show,Black Batman costume,0.03163250006262408,0,0,0,197,3
2628,964,Image,Music Artist,Led Zeppelin singing,0.7995155708771773,6,4,3,197,3
2629,255,Image,Animals,Cat sleeping in bed,0.35058151073665555,1,0,0,197,4
2630,186,Video,Sports,Mbappe coming to Madrid,0.9031952878867723,11,3,2,197,1
2631,519,Video,TV show,Arcane breaking rankings,0.1964559823252453,0,0,0,197,8
2632,934,Image,TV show,Dog watching the TV,0.15225417242641326,0,0,0,197,6
2633,973,Text,Drink Brand,Heineken advertisement,0.0516153327036627,0,0,0,197,5
2634,485,Image,TV show,The Great British Baking Show,0.28003273456028277,2,0,0,197,2
2635,964,Image,Animals,Elephant walking,0.1255753666014785,3,1,1,197,0
2636,750,Text,Sports,Playing paddle,0.3386464782984242,0,0,0,197,3
2637,435,Text,Music Artist,AC/DC playing the guitar,0.40587167847492467,1,0,0,197,5
2638,355,Video,Sports,Kid watching champions league on mobile phone,0.3249917555283115,3,0,0,198,6
2639,535,Text,Music Artist,Family singing,0.15515901825650036,2,0,0,198,7
2640,896,Text,TV show,Arcane breaking rankings,0.2410477560143255,1,1,1,198,5
2641,268,Image,Animals,Rabbit sleeping,0.48797886333608875,11,2,1,198,4
2642,141,Video,News and present,Messi is angry,0.8527155340469655,18,4,4,198,8
2643,943,Video,TV show,Family going to the cinema,0.9447411807030393,12,3,1,199,2
2644,977,Image,Music Artist,Piano classes academy,0.9054915523829635,6,2,2,199,7
2645,36,Video,TV show,Kid watching Better Call Saul,0.9989503599261808,40,13,13,199,1
2646,445,Image,TV show,Almodovar on the Oscars gala,0.740719236703111,19,6,4,199,2
2647,230,Image,TV show,Family going to the cinema,0.5562520579324891,2,0,0,199,9
2648,144,Text,Animals,Turtle eating,0.5707108826721229,4,2,1,199,6
2649,380,Text,Sports,Palau Blaugrana show,0.51557360893124,3,1,0,199,6
2650,946,Image,Computer games,Flappy bird creator,0.7843899406143455,4,1,1,199,3
2651,604,Image,Animals,Book of 100 animals,0.9914110933664985,25,11,8,199,3
2652,227,Text,Computer games,Play store menu,0.12259921766742743,1,0,0,199,5
2653,523,Image,Music Artist,Driving a car with music,0.46126991131693285,5,3,3,199,8
2654,622,Video,TV show,Kid watching Better Call Saul,0.16317461099679254,0,0,0,199,5
2655,305,Image,Animals,Giraffe smiling,0.5480537179756821,8,3,2,199,2
2656,72,Image,Drink Brand,Kid drinking Coca-Cola,0.07842694064922306,0,0,0,199,9
2657,769,Text,TV show,Kid watching Better Call Saul,0.3836557855597139,5,1,0,199,6
2658,782,Text,TV show,Black Batman costume,0.9814370217065246,37,15,15,199,0
2659,981,Image,TV show,Watching the TV having dinner,0.4378761875153616,0,0,0,199,0
2660,455,Image,Music Artist,Elvis Presley show,0.6618141881563933,15,6,6,199,1
2661,651,Image,Sports,Mbappe coming to Madrid,0.8636836530233206,15,8,5,199,1
2662,626,Video,Sports,Tokio Olympic games,0.3443092955561423,3,1,0,200,5
2663,277,Image,Sports,Mbappe coming to Madrid,0.1536588591736744,3,1,0,200,2
2664,764,Image,Music Artist,Viñarock tickets,0.1453988822489135,0,0,0,200,3
2665,214,Video,Music Artist,Piano classes academy,0.8505903932685508,9,6,4,200,1
2666,173,Image,TV show,Black Batman costume,0.21454836345299966,1,1,1,200,5
2667,432,Video,Sports,Watching football on the TV,0.8932005210137685,7,3,1,200,2
2668,76,Image,Sports,Palau Blaugrana show,0.22523557248819104,1,1,1,200,8
2669,792,Video,Animals,Turtle eating,0.7978748634934758,7,2,2,200,6
2670,929,Image,TV show,Black Batman costume,0.7625997426511985,5,2,2,200,7
2671,934,Text,Music Artist,Elvis Presley show,0.11485375090977246,0,0,0,200,5
2672,419,Text,TV show,Family going to the cinema,0.800245375049809,14,4,2,200,5
2673,874,Text,Computer games,Friends playing games on the sofa,0.4313890221934302,2,1,1,200,0
2674,965,Image,TV show,Tv comedy,0.6109453057683617,6,2,0,200,1
2675,923,Text,Computer games,Happy family playing Wii,0.404170593123485,0,0,0,200,9
2676,308,Text,Animals,Cat raising her cats,0.24842048835720565,3,0,0,201,8
2677,804,Image,Drink Brand,Drinking alcohol,0.3239856534912626,2,1,0,201,5
2678,134,Image,Food,Family eating lasagne,0.3582928565828023,1,1,1,201,5
2679,673,Video,Animals,Family in the safari,0.22905480960096725,3,2,1,201,6
2680,286,Image,Computer games,Happy family playing Wii,0.2638182648570523,3,2,1,201,5
2681,777,Video,Sports,Cat playing football,0.8172653571560377,7,2,1,201,1
2682,744,Image,Sports,Visitors watching the Camp Nou,0.7307220059640746,3,2,2,201,4
2683,403,Image,News and present,Putin negates Ukraine peace agreement,0.3208932192483278,1,0,0,201,2
2684,519,Image,TV show,Almodovar on the Oscars gala,0.4710269019593204,7,3,1,201,3
2685,432,Image,Computer games,Tutorial of Valorant,0.21557247396786228,0,0,0,201,3
2686,515,Image,TV show,Breaking bad scene,0.16342960843017784,1,0,0,201,7
2687,668,Video,Sports,Palau Blaugrana show,0.4426800879681627,3,1,1,201,7
2688,833,Image,TV show,Watching the TV having dinner,0.14986687265974907,3,2,2,201,5
2689,608,Video,TV show,Almodovar on the Oscars gala,0.726185346484986,10,6,6,201,5
2690,22,Text,Animals,Grey cat jumping,0.04830023792731042,0,0,0,201,7
2691,61,Video,Music Artist,Piano classes academy,0.1029356373811453,0,0,0,201,6
2692,698,Text,Sports,Lakers vs Miami match,0.37261903609960834,2,1,1,201,4
2693,323,Video,TV show,Almodovar on the Oscars gala,0.36641100817963945,3,0,0,201,7
2694,140,Video,TV show,The Great British Baking Show,0.004809546143679344,1,0,0,201,3
2695,606,Image,Music Artist,Viñarock tickets,0.7691800257799737,9,2,1,201,2
2696,61,Text,Computer games,Buying on Steam,0.9664054234279282,19,8,8,201,7
2697,299,Image,Animals,Dog sleeping in bed,0.9936110013827694,33,17,12,202,0
2698,790,Video,Music Artist,Elvis Presley show,0.32880685915837315,0,0,0,202,8
2699,834,Image,TV show,Family going to the cinema,0.9664631280206726,8,2,1,202,0
2700,616,Image,TV show,Black Batman costume,0.8476122082054544,12,5,3,202,6
2701,826,Text,Music Artist,Driving a car with music,0.42366069445364685,0,0,0,202,3
2702,491,Image,Sports,Playing paddle,0.19432802986903253,0,0,0,202,6
2703,882,Image,TV show,Black Batman costume,0.04637328358648207,0,0,0,202,6
2704,154,Video,Sports,Visitors watching the Camp Nou,0.1146800380488795,0,0,0,202,4
2705,466,Video,TV show,Kid watching Better Call Saul,0.3842332916989759,4,2,0,202,4
2706,13,Text,Music Artist,1M of assistants in a concert,0.9671636531223471,33,13,10,202,9
2707,49,Image,TV show,Breaking bad scene,0.27317303617717925,2,0,0,202,2
2708,246,Image,Sports,Tokio Olympic games,0.2920245994001148,1,0,0,202,4
2709,828,Video,Music Artist,Pink Floyd doing a talk,0.853836983244687,18,7,6,202,1
2710,955,Video,Animals,Human playing with his dog,0.7753492339231247,8,3,1,202,7
2711,388,Image,Music Artist,Driving a car with music,0.07325803286107302,0,0,0,202,2
2712,275,Image,Sports,Visitors watching the Camp Nou,0.6968759278197622,8,1,0,202,4
2713,159,Image,Sports,Visitors watching the Camp Nou,0.5391734453694017,12,4,2,202,7
2714,489,Image,Sports,Kid playing tennis,0.9425022125563792,15,6,5,202,1
2715,229,Text,Animals,Grey cat jumping,0.9736106775079092,14,3,3,203,0
2716,606,Image,Animals,Brown cat jumping,0.48613643557296393,6,0,0,203,2
2717,381,Image,Sports,Playing paddle,0.1042783527192851,0,0,0,203,6
2718,330,Video,Animals,Sad dog playing with a ball,0.31393908552036187,0,0,0,203,4
2719,944,Image,News and present,Fight for women,0.523122729476872,3,0,0,203,2
2720,771,Image,Food,Local food contest,0.10411309795394574,1,0,0,203,9
2721,810,Video,Music Artist,Piano classes academy,0.2956747817978742,0,0,0,203,6
2722,42,Text,Computer games,Ibai Llanos streaming,0.48626426441890913,5,3,2,203,0
2723,650,Text,Sports,Kid playing tennis,0.17592704687487393,1,0,0,203,6
2724,754,Image,Sports,Family running on the beach,0.9879818048845455,54,20,15,203,7
2725,140,Image,Computer games,Computer games shop,0.34319867386384884,0,0,0,203,9
2726,283,Video,TV show,Watching the TV having dinner,0.5930062280899436,3,1,1,203,5
2727,198,Text,Sports,Family running on the beach,0.7814807005934649,17,7,6,203,5
2728,426,Video,Music Artist,Rap battle on the street,0.46494195468339794,2,0,0,203,2
2729,50,Video,Music Artist,Boy and girl dancing,0.1420339943390454,1,0,0,203,9
2730,643,Video,Drink Brand,Drinking alcohol,0.33487934330891145,6,0,0,203,4
2731,796,Image,Food,Glass in the microwave,0.3594933171326281,0,0,0,203,0
2732,652,Video,Animals,Dog eating,0.9702456381352399,13,2,2,203,7
2733,886,Image,Music Artist,Rap battle on the street,0.31351516092382437,0,0,0,203,9
2734,724,Text,TV show,Almodovar on the Oscars gala,0.5093711008716674,2,0,0,203,7
2735,296,Video,Music Artist,Family singing,0.7764643183996127,11,4,3,203,6
2736,463,Image,Animals,Humans visiting the zoo,0.6992769245399528,6,2,2,203,6
2737,50,Text,Food,Spanish Cuisine,0.4482461717801558,3,2,2,204,1
2738,981,Image,News and present,Ukraine crisis,0.46344106099409743,1,0,0,204,1
2739,2,Image,TV show,Family going to the cinema,0.43936410520138325,6,0,0,204,2
2740,448,Image,TV show,Tv comedy,0.30687661241112985,0,0,0,204,10
2741,961,Video,Food,Local food contest,0.8352928542750665,5,1,1,204,8
2742,237,Video,Sports,Mbappe coming to Madrid,0.18845876618970459,0,0,0,204,2
2743,973,Text,Food,Food Travels,0.06833698589191584,2,0,0,204,4
2744,19,Text,TV show,Tv comedy,0.7884238461616488,20,5,5,204,1
2745,606,Image,Sports,Kid playing tennis,0.7226052514280735,5,1,1,204,9
2746,597,Text,Sports,Cat playing football,0.45097882538913636,0,0,0,204,4
2747,312,Text,Music Artist,Michael Jackson dancing,0.0763228195175808,0,0,0,204,2
2748,860,Image,Sports,Watching football on the TV,0.10123207292840986,0,0,0,204,5
2749,35,Image,Sports,Cat playing football,0.9189079252886634,27,9,6,204,9
2750,286,Video,Music Artist,Eminem singing on NFL,0.6997295937399785,11,4,2,204,8
2751,476,Video,Sports,Playing paddle,0.5412647959782472,9,4,3,204,6
2752,858,Video,Food,Chorizo a la sidra,0.6323766731173206,5,1,1,205,6
2753,227,Image,Music Artist,Driving a car with music,0.43301438239236245,2,0,0,205,9
2754,385,Image,Computer games,League of legends game,0.14664583025995337,0,0,0,205,8
2755,42,Image,TV show,Kid watching Better Call Saul,0.05052699288709073,0,0,0,205,2
2756,373,Image,Sports,Palau Blaugrana show,0.4434482853588615,2,0,0,205,3
2757,469,Video,Music Artist,Listening queen on the bed,0.40659222050482535,2,0,0,205,7
2758,833,Image,Sports,Cat playing football,0.9686748412957525,18,9,8,205,5
2759,824,Image,Music Artist,1M of assistants in a concert,0.40069303297775505,0,0,0,205,3
2760,305,Video,TV show,Breaking bad scene,0.6901956282457679,7,0,0,205,2
2761,126,Text,Music Artist,AC/DC playing the guitar,0.4436063707745783,8,2,1,205,2
2762,883,Text,TV show,Breaking bad scene,0.7033758919139806,16,9,4,206,8
2763,495,Image,Food,Italian pizza with cheese,0.3920026171019818,2,0,0,206,6
2764,314,Image,TV show,Breaking bad scene,0.06179053098352416,0,0,0,206,7
2765,225,Image,Sports,Playing paddle,0.49484712129405717,1,1,0,206,3
